% Model,solenoidSplitCoil.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 7 2022, 14:27"
% Dimension,2
% Nodes,53341
% Expressions,1
% Description,Magnetic flux density norm
% Length unit,mm
% r,z,mf.normB (T)
26.000000000000004,-309,0.9311095036528838
27,-309,0.9312457836246636
28,-309,0.9313831534442182
29,-309,0.931521501812629
30,-309,0.9316607322699225
31,-309,0.9318007608016999
32,-309,0.9319415138945083
33,-309,0.9320829269447944
34,-309,0.9322249429486228
35,-309,0.9323675114160189
36.00000000000001,-309,0.9157151648925437
37,-309,0.9012084243736083
38,-309,0.8863662730041284
39,-309,0.8712145172457788
40,-309,0.8557763833879144
0,-308,0.9296145305511719
1,-308,0.9296200289166803
2,-308,0.9296283444487091
3,-308,0.929642884031983
4,-308,0.9296623652058825
5,-308,0.9296879932694064
6,-308,0.9297188980628005
7,-308,0.929757797592179
8,-308,0.9298044775458834
9.000000000000002,-308,0.9298518450258849
10,-308,0.9299040741404527
11,-308,0.9299573222847818
12,-308,0.9300113425256634
13.000000000000002,-308,0.9300805842423953
14,-308,0.9301644427437885
15,-308,0.9302502144912141
16,-308,0.9303386120854468
17,-308,0.9303930321569621
18.000000000000004,-308,0.9304963568917713
19,-308,0.9306015203474379
20,-308,0.930708250035889
21,-308,0.9308163253699021
22,-308,0.9309255658674583
23,-308,0.9310358224332173
24,-308,0.931153974658171
25,-308,0.9313007634324861
26.000000000000004,-308,0.931440497720815
27,-308,0.9315247732273932
28,-308,0.9316603573056274
29,-308,0.9317970420693724
30,-308,0.9319347188451271
31,-308,0.9320732929809018
32,-308,0.932212681655355
33,-308,0.9323528120852718
34,-308,0.9324936200493699
35,-308,0.9326350486651673
36.00000000000001,-308,0.9159507442360992
37,-308,0.9014421864052838
38,-308,0.8865983111210313
39,-308,0.8714449175218032
40,-308,0.8560052252941942
0,-307,0.9299666388312826
1,-307,0.9299719132195284
2,-307,0.9299798535837547
3,-307,0.9299939329393715
4,-307,0.9300130740218326
5,-307,0.9300392810207441
6,-307,0.9300689123388454
7,-307,0.9301047426867759
8,-307,0.9301393873114636
9.000000000000002,-307,0.9301905478896875
10,-307,0.9302472754546515
11,-307,0.9303003471927331
12,-307,0.9303542182990047
13.000000000000002,-307,0.9304170552271894
14,-307,0.9305003942734499
15,-307,0.9305846714568244
16,-307,0.9306569448032428
17,-307,0.9307297776293921
18.000000000000004,-307,0.9308080101959276
19,-307,0.9309119075019032
20,-307,0.9310174962854051
21,-307,0.9311245380666359
22,-307,0.9312328377241974
23,-307,0.9313483495864844
24,-307,0.9314403415185406
25,-307,0.9315676111425806
26.000000000000004,-307,0.931705298234149
27,-307,0.9318445320984191
28,-307,0.9319851483089161
29,-307,0.9320684862300179
30,-307,0.9322047463879274
31,-307,0.9323419943489357
32,-307,0.9324801388127905
33,-307,0.9326190995451127
34,-307,0.9327588057500669
35,-307,0.9328991947219913
36.00000000000001,-307,0.9161830272742968
37,-307,0.9016727419185105
38,-307,0.8868272278103605
39,-307,0.8716722771281701
40,-307,0.8562311032827096
0,-306,0.9303077837803133
1,-306,0.9303130290627836
2,-306,0.9303202234245238
3,-306,0.9303337800366375
4,-306,0.9303522348872664
5,-306,0.9303771043486331
6,-306,0.9304078673946311
7,-306,0.9304402285949229
8,-306,0.9304689305975863
9.000000000000002,-306,0.9305191551123337
10,-306,0.930571292970634
11,-306,0.9306248298996485
12,-306,0.9306913791973344
13.000000000000002,-306,0.9307482643163301
14,-306,0.9308282949570658
15,-306,0.9308986569519687
16,-306,0.930969846129994
17,-306,0.9310417206840528
18.000000000000004,-306,0.9311148091552168
19,-306,0.9312176962561587
20,-306,0.931322374485742
21,-306,0.9314285911278282
22,-306,0.9315413677322543
23,-306,0.9316316678099358
24,-306,0.9317222400707531
25,-306,0.931830182874506
26.000000000000004,-306,0.9319659877198423
27,-306,0.9321034778480933
28,-306,0.9322424739925588
29,-306,0.9323828216121274
30,-306,0.9325243867703445
31,-306,0.9326068648846411
32,-306,0.9327438853457753
33,-306,0.9328817893033943
34,-306,0.933020500029898
35,-306,0.9331599495657812
36.00000000000001,-306,0.9164120139874473
37,-306,0.901900090893137
38,-306,0.8870530230514535
39,-306,0.871896596043659
40,-306,0.8564540173316314
0,-305,0.9306384408631257
1,-305,0.9306433436862582
2,-305,0.9306511006771604
3,-305,0.9306636735224784
4,-305,0.930681532766577
5,-305,0.9307022787848404
6,-305,0.9307321793244525
7,-305,0.9307634221412041
8,-305,0.9307931074010052
9.000000000000002,-305,0.9308429923595269
10,-305,0.9308948570658203
11,-305,0.9309481691344638
12,-305,0.9309974283533394
13.000000000000002,-305,0.9310689065683819
14,-305,0.9311373089698884
15,-305,0.9312068483857134
16,-305,0.9312773160529628
17,-305,0.9313485523280465
18.000000000000004,-305,0.9314167537569491
19,-305,0.931518886597562
20,-305,0.9316228846243009
21,-305,0.9317328268779971
22,-305,0.9318213576582419
23,-305,0.9319103228725438
24,-305,0.9319996702969392
25,-305,0.932088478611362
26.000000000000004,-305,0.9322225661611422
27,-305,0.9323584652857954
28,-305,0.9324959831874922
29,-305,0.9326349536603542
30,-305,0.9327752326584645
31,-305,0.9329166947216769
32,-305,0.9330592300715935
33,-305,0.9331408813395806
34,-305,0.9332787028684265
35,-305,0.9334173131761868
36.00000000000001,-305,0.916637704356233
37,-305,0.9021242333093795
38,-305,0.8872534763236208
39,-305,0.8720736691441143
40,-305,0.8566072826740261
0,-304,0.9309589877626018
1,-304,0.9309636576221322
2,-304,0.9309708165320655
3,-304,0.9309824809405062
4,-304,0.9310007951650369
5,-304,0.9310190187397788
6,-304,0.9310491620167178
7,-304,0.9310808296130113
8,-304,0.9311207945629455
9.000000000000002,-304,0.9311571918588758
10,-304,0.9312049808992207
11,-304,0.9312539764954831
12,-304,0.9313095123789327
13.000000000000002,-304,0.9313636724320148
14,-304,0.9314343769805175
15,-304,0.9315065895147688
16,-304,0.9315793545597199
17,-304,0.9316502725489673
18.000000000000004,-304,0.9317218687827294
19,-304,0.9318154785137394
20,-304,0.9319224843706584
21,-304,0.9320091688994512
22,-304,0.9320964718593147
23,-304,0.9321843147567346
24,-304,0.9322726321796156
25,-304,0.9323424983366141
26.000000000000004,-304,0.9324750335416547
27,-304,0.9326094943952569
28,-304,0.9327456758775637
29,-304,0.9328834012464663
30,-304,0.9330225173246455
31,-304,0.9331628906988011
32,-304,0.933304404631523
33,-304,0.9334469565346439
34,-304,0.9335904558884678
35,-304,0.9336712855332289
36.00000000000001,-304,0.9168476505692063
37,-304,0.9023109753709097
38,-304,0.8874387790565652
39,-304,0.8722568742802183
40,-304,0.8567884927126382
0,-303,0.9312697152328067
1,-303,0.9312741352055213
2,-303,0.9312812964803205
3,-303,0.9312928402664442
4,-303,0.9313097262110307
5,-303,0.9313301493622984
6,-303,0.9313571810427709
7,-303,0.9313874036612362
8,-303,0.9314194357716256
9.000000000000002,-303,0.9314650972254533
10,-303,0.9315081860428264
11,-303,0.9315583472536466
12,-303,0.9316044081010324
13.000000000000002,-303,0.9316535274400272
14,-303,0.9317232854905361
15,-303,0.9317946765790739
16,-303,0.9318673983520268
17,-303,0.9319412195965371
18.000000000000004,-303,0.9320159604791781
19,-303,0.9321100464806714
20,-303,0.9321948109446769
21,-303,0.9322804023903299
22,-303,0.9323667103182154
23,-303,0.9324536434453343
24,-303,0.932541125701688
25,-303,0.9325922420340969
26.000000000000004,-303,0.9327233898453344
27,-303,0.9328565651605474
28,-303,0.9329915520469514
29,-303,0.9331281643547396
30,-303,0.9332662407532559
31,-303,0.9334056407279081
32,-303,0.9335462413276526
33,-303,0.9336879345038609
34,-303,0.9336533314545332
35,-303,0.9337536931824896
36.00000000000001,-303,0.9173237302475848
37,-303,0.9024944401963253
38,-303,0.887620142912828
39,-303,0.8724362426622738
40,-303,0.8569659630624906
0,-302,0.931571093660753
1,-302,0.9315753320438486
2,-302,0.9315818405428034
3,-302,0.9315928554660181
4,-302,0.9316103056340661
5,-302,0.9316294709093246
6,-302,0.9316561669208426
7,-302,0.9316841367271318
8,-302,0.9317135963835409
9.000000000000002,-302,0.9317587651866124
10,-302,0.9318024087030339
11,-302,0.931848985343638
12,-302,0.9318945563293781
13.000000000000002,-302,0.9319389914344243
14,-302,0.9320081168923969
15,-302,0.93207895858734
16,-302,0.9321511985649804
17,-302,0.9322117454673751
18.000000000000004,-302,0.9322732580934788
19,-302,0.9323851319849563
20,-302,0.9324617729046236
21,-302,0.9325465273337192
22,-302,0.9326320730181041
23,-302,0.9327183089215708
24,-302,0.9328051508464464
25,-302,0.932837709688004
26.000000000000004,-302,0.9329676350564872
27,-302,0.9330996775660753
28,-302,0.9332336116801564
29,-302,0.9333692429697639
30,-302,0.9335064029289689
31,-302,0.9336449447937472
32,-302,0.9337847401448064
33,-302,0.9337654104742131
34,-302,0.9338646180684514
35,-302,0.9339639854304459
36.00000000000001,-302,0.9175081582287569
37,-302,0.9029076895174895
38,-302,0.8877975678652442
39,-302,0.8726117742625148
40,-302,0.8571396936951526
0,-301,0.9318633838268331
1,-301,0.931867295523817
2,-301,0.9318739149880142
3,-301,0.9318848753115717
4,-301,0.931900289636131
5,-301,0.931921227483424
6,-301,0.9319432910411265
7,-301,0.9319698984283749
8,-301,0.9320032763966916
9.000000000000002,-301,0.932043629441378
10,-301,0.9320837369891428
11,-301,0.9321246491674446
12,-301,0.9321799570589704
13.000000000000002,-301,0.9322200644102441
14,-301,0.9322888711811481
15,-301,0.9323568624388744
16,-301,0.9324164982841117
17,-301,0.9324766809532846
18.000000000000004,-301,0.9325639976650887
19,-301,0.932638350642022
20,-301,0.9327134482074981
21,-301,0.9328075437131392
22,-301,0.932892559942555
23,-301,0.9329783111690687
24,-301,0.9330647075975617
25,-301,0.9330789012828966
26.000000000000004,-301,0.9332077691597701
27,-301,0.9333388315965869
28,-301,0.933471854762009
29,-301,0.933606637076446
30,-301,0.9337430038367615
31,-301,0.9337798976677079
32,-301,0.9338776214662682
33,-301,0.9339756027260588
34,-301,0.9340738194605693
35,-301,0.9341722521957245
36.00000000000001,-301,0.9176906172320034
37,-301,0.9030886719465948
38,-301,0.8881493427470046
39,-301,0.8727834690538999
40,-301,0.8573096845829276
0,-300,0.932146870979747
1,-300,0.9321506924873709
2,-300,0.9321570277693242
3,-300,0.9321676135334401
4,-300,0.9321822347322202
5,-300,0.932201050057323
6,-300,0.9322233310363361
7,-300,0.9322513159478213
8,-300,0.9322796612182602
9.000000000000002,-300,0.9323200713932231
10,-300,0.9323605865993967
11,-300,0.9324013007727744
12,-300,0.932460610284926
13.000000000000002,-300,0.9325041994125493
14,-300,0.9325612836221877
15,-300,0.9326193198890976
16,-300,0.932678132824132
17,-300,0.9327375883053695
18.000000000000004,-300,0.9328143834236767
19,-300,0.9328876242927083
20,-300,0.9329617200288952
21,-300,0.9330365505159411
22,-300,0.9331481710755621
23,-300,0.9332336501718558
24,-300,0.9333197959390899
25,-300,0.9333158168036967
26.000000000000004,-300,0.9334437921401887
27,-300,0.9335740272371618
28,-300,0.9337062812776599
29,-300,0.9337977142050558
30,-300,0.9338936507005147
31,-300,0.9339899745361901
32,-300,0.9340866501759304
33,-300,0.934183646390669
34,-300,0.9342809356250245
35,-300,0.9343784934724964
36.00000000000001,-300,0.9178711072518028
37,-300,0.9032677388559578
38,-300,0.8883270604193096
39,-300,0.8730750220954014
40,-300,0.8574759356988451
0,-299,0.9324218499853539
1,-299,0.9324254463197676
2,-299,0.9324315611824731
3,-299,0.932442116049338
4,-299,0.9324557842653926
5,-299,0.9324746808671238
6,-299,0.9324967162134625
7,-299,0.9325240396790074
8,-299,0.9325455814975615
9.000000000000002,-299,0.9325852369213343
10,-299,0.9326264287037235
11,-299,0.9326687427428567
12,-299,0.9327120046294225
13.000000000000002,-299,0.9327663268921252
14,-299,0.9328197877858277
15,-299,0.9328772114170178
16,-299,0.932935487138178
17,-299,0.9329944675170877
18.000000000000004,-299,0.9330606046538484
19,-299,0.9331329529294442
20,-299,0.9332062443998189
21,-299,0.9332803463301842
22,-299,0.9333551501186789
23,-299,0.9334305660500782
24,-299,0.9335704158554649
25,-299,0.9335484562356846
26.000000000000004,-299,0.9336757039830919
27,-299,0.9338052644732178
28,-299,0.9339133400377683
29,-299,0.9340076571223728
30,-299,0.934102481138171
31,-299,0.9341977638297039
32,-299,0.9342934629731068
33,-299,0.9343895414622301
34,-299,0.9344859665560357
35,-299,0.9345827092550094
36.00000000000001,-299,0.9180496282827068
37,-299,0.9034448902400025
38,-299,0.8885029132265425
39,-299,0.8732496418660141
40,-299,0.8577084265872053
0,-298,0.9326886519126835
1,-298,0.9326920919644827
2,-298,0.9326981567080397
3,-298,0.9327079765790568
4,-298,0.9327212549013142
5,-298,0.9327400086472697
6,-298,0.9327634418678993
7,-298,0.9327868453477536
8,-298,0.9328075820558055
9.000000000000002,-298,0.9328469183754521
10,-298,0.9328878539898862
11,-298,0.9329275137658969
12,-298,0.9329627918849656
13.000000000000002,-298,0.9330142661007982
14,-298,0.9330703561636371
15,-298,0.9331275946284854
16,-298,0.9331885612198367
17,-298,0.9332473185820396
18.000000000000004,-298,0.9333026613481645
19,-298,0.9333743365448185
20,-298,0.9334470213128861
21,-298,0.9335205734349434
22,-298,0.9335948765506079
23,-298,0.9336698345354424
24,-298,0.9337453672851387
25,-298,0.933776819564502
26.000000000000004,-298,0.9339375189029426
27,-298,0.9340293715637844
28,-298,0.9341219411335189
29,-298,0.9342151543076365
30,-298,0.9343089475551974
31,-298,0.9344032655424523
32,-298,0.9344980598520326
33,-298,0.9345932879350125
34,-298,0.9346889122479032
35,-298,0.934784899537591
36.00000000000001,-298,0.9182261803193474
37,-298,0.9036201260932339
38,-298,0.88867690116307
39,-298,0.8734224448389818
40,-298,0.8578801027622146
0,-297,0.9329475837520763
1,-297,0.9329508140924753
2,-297,0.9329567248078445
3,-297,0.9329658907128161
4,-297,0.9329796047732081
5,-297,0.9329970180315498
6,-297,0.9330173179203913
7,-297,0.9330451744298859
8,-297,0.9330656628916341
9.000000000000002,-297,0.9331051157542166
10,-297,0.9331410628463538
11,-297,0.9331752777178592
12,-297,0.9332098857756322
13.000000000000002,-297,0.933258779065778
14,-297,0.9333142536946439
15,-297,0.93337095802205
16,-297,0.9334286642696826
17,-297,0.9334692210620342
18.000000000000004,-297,0.9335385473623401
19,-297,0.9336090960490177
20,-297,0.933680685520672
21,-297,0.9337531687660687
22,-297,0.9338264255027351
23,-297,0.9339003563663608
24,-297,0.9339748785528461
25,-297,0.9340835654371136
26.000000000000004,-297,0.9341458524202819
27,-297,0.9342365305208524
28,-297,0.9343280089436087
29,-297,0.9344202057550687
30,-297,0.9345130499458515
31,-297,0.9346064796687271
32,-297,0.9347004408070315
33,-297,0.9347948858033668
34,-297,0.9348897726950034
35,-297,0.9349850643146459
36.00000000000001,-297,0.9184007633564314
37,-297,0.9037934464102361
38,-297,0.8888490242233386
39,-297,0.8735934310086021
40,-297,0.8580500078144571
0,-296,0.9331989156090598
1,-296,0.933202001202422
2,-296,0.9332075510122629
3,-296,0.9332165649934788
4,-296,0.9332296887975546
5,-296,0.9332464769562306
6,-296,0.9332660629532952
7,-296,0.9332904528515904
8,-296,0.9333196087973394
9.000000000000002,-296,0.9333519888161156
10,-296,0.9333851972416778
11,-296,0.9334190123430135
12,-296,0.9334532862988479
13.000000000000002,-296,0.9334998657844857
14,-296,0.9335549698696534
15,-296,0.9336113522982646
16,-296,0.9336628093491454
17,-296,0.9337110972825171
18.000000000000004,-296,0.9337637748101517
19,-296,0.933833490113688
20,-296,0.9339043288835497
21,-296,0.9339761322966708
22,-296,0.9340487704063503
23,-296,0.9341221358647874
24,-296,0.9341991474819177
25,-296,0.934279440392381
26.000000000000004,-296,0.934378129938848
27,-296,0.9344780527403896
28,-296,0.9345315434623168
29,-296,0.934622811458984
30,-296,0.9347147883044803
31,-296,0.9348074062029056
32,-296,0.9349006058325089
33,-296,0.9349943350617247
34,-296,0.9350885478917953
35,-296,0.9351832035806527
36.00000000000001,-296,0.9185733773887443
37,-296,0.9039648511856679
38,-296,0.889019282401868
39,-296,0.8737626003692458
40,-296,0.8582181417381404
0,-295,0.9334429376998769
1,-295,0.9334459238442295
2,-295,0.9334512634708471
3,-295,0.9334605559230487
4,-295,0.933472374638422
5,-295,0.9334890588888176
6,-295,0.9335080635997337
7,-295,0.9335327738700748
8,-295,0.933553523665363
9.000000000000002,-295,0.9335870691106897
10,-295,0.933624899157087
11,-295,0.9336587176388367
12,-295,0.9336929934520913
13.000000000000002,-295,0.9337375262543922
14,-295,0.9337941768193028
15,-295,0.9338408668728955
16,-295,0.9338880493673716
17,-295,0.9339356395513698
18.000000000000004,-295,0.9339857857959736
19,-295,0.9340548372000156
20,-295,0.9341250778036693
21,-295,0.9341963393931848
22,-295,0.9342684843385773
23,-295,0.9343429173828981
24,-295,0.9344038398834427
