% Model,solenoidSplitCoil.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 7 2022, 14:27"
% Dimension,2
% Nodes,53341
% Expressions,1
% Description,Magnetic flux density norm
% Length unit,mm
% r,z,mf.normB (T)
19,-332,0.9191006942130407
20,-332,0.9193873291942981
21,-332,0.919677266036543
22,-332,0.919970069207905
23,-332,0.9202653789015328
24,-332,0.920562895259575
25,-332,0.9206276623293114
26.000000000000004,-332,0.9212665263539934
27,-332,0.921606865762184
28,-332,0.9219494699978694
29,-332,0.9222941087696671
30,-332,0.9226405824854704
31,-332,0.9229887173009671
32,-332,0.9233383610965554
33,-332,0.9236893801857329
34,-332,0.9240416566043577
35,-332,0.9243950858646045
36.00000000000001,-332,0.9080350266592095
37,-332,0.8937092872580416
38,-332,0.8790477221296835
39,-332,0.8640761796762141
40,-332,0.8488179247835711
0,-331,0.9171404580035165
1,-331,0.9171527873793682
2,-331,0.9171765172574728
3,-331,0.9172142537075685
4,-331,0.9172700672367626
5,-331,0.9173426798364848
6,-331,0.917420697877019
7,-331,0.9175280175444338
8,-331,0.917636885782448
9.000000000000002,-331,0.9177931481057898
10,-331,0.9179201314804494
11,-331,0.918078043850909
12,-331,0.9182391144640792
13.000000000000002,-331,0.9184026475105957
14,-331,0.9186097659312774
15,-331,0.9188377099227597
16,-331,0.9190699290856518
17,-331,0.9192859280710256
18.000000000000004,-331,0.9194959540221703
19,-331,0.91977266265892
20,-331,0.9200534768732643
21,-331,0.92033782261995
22,-331,0.920625230209163
23,-331,0.9209153116205864
24,-331,0.9212077434889436
25,-331,0.9216216524052899
26.000000000000004,-331,0.9219413860542162
27,-331,0.9221462844321168
28,-331,0.9224832620958292
29,-331,0.9228226574681504
30,-331,0.9231642326438179
31,-331,0.9235077804089953
32,-331,0.9238531194457441
33,-331,0.9242000904084148
34,-331,0.9245485526924377
35,-331,0.9248983817570375
36.00000000000001,-331,0.9084389297963396
37,-331,0.894107478125146
38,-331,0.8794404906098238
39,-331,0.864463792695584
40,-331,0.8492006285506319
0,-330,0.917924936153921
1,-330,0.9179368135679067
2,-330,0.9179596797838488
3,-330,0.9179964699289331
4,-330,0.918051575658574
5,-330,0.9181180284824552
6,-330,0.9181916041465362
7,-330,0.9182952554166914
8,-330,0.9183985735274152
9.000000000000002,-330,0.9185247960725683
10,-330,0.9186646012711344
11,-330,0.9188215194614268
12,-330,0.9189810974925398
13.000000000000002,-330,0.9191433560535291
14,-330,0.9193291232848929
15,-330,0.9195549413636329
16,-330,0.9197672757677859
17,-330,0.9199579322842278
18.000000000000004,-330,0.9201454678218854
19,-330,0.9204180066398948
20,-330,0.9206950609977216
21,-330,0.9209759982832709
22,-330,0.9212603008884198
23,-330,0.921547541208175
24,-330,0.9217698426129745
25,-330,0.9221502305148926
26.000000000000004,-330,0.9224642488573018
27,-330,0.9227806304359187
28,-330,0.923099126142023
29,-330,0.9233395823753733
30,-330,0.9236766508242751
31,-330,0.9240159780750438
32,-330,0.9243573559811606
33,-330,0.9247006016203404
34,-330,0.9250455535851002
35,-330,0.9253920689092194
36.00000000000001,-330,0.9088334963193643
37,-330,0.8944965904592038
38,-330,0.8798244252971025
39,-330,0.8648428043625577
40,-330,0.8495749520444347
0,-329,0.9186798990141739
1,-329,0.9186914104582862
2,-329,0.9187126832123826
3,-329,0.9187498123671232
4,-329,0.9187975455635927
5,-329,0.9188628263736079
6,-329,0.9189360687028216
7,-329,0.9190359924669695
8,-329,0.9191328361287083
9.000000000000002,-329,0.9192424723974099
10,-329,0.9193799969309043
11,-329,0.9195212342403876
12,-329,0.9197077167265574
13.000000000000002,-329,0.919815733799412
14,-329,0.920059661797376
15,-329,0.9202433857412975
16,-329,0.9204291656650702
17,-329,0.9206166564390332
18.000000000000004,-329,0.9207826848110313
19,-329,0.9210517040487938
20,-329,0.9213255837725242
21,-329,0.9216036420912876
22,-329,0.921887871963585
23,-329,0.9221141469488929
24,-329,0.9223408888782488
25,-329,0.9226686204340624
26.000000000000004,-329,0.9229773181969835
27,-329,0.9232887693872243
28,-329,0.923602683092444
29,-329,0.9239188085202147
30,-329,0.9242369283113814
31,-329,0.924513309952762
32,-329,0.9248510703598942
33,-329,0.9251909134818409
34,-329,0.9255326589457298
35,-329,0.9258761469874291
36.00000000000001,-329,0.9092187259293915
37,-329,0.8948766239564038
38,-329,0.8801995258821135
39,-329,0.8652132143614577
40,-329,0.8499149489774185
0,-328,0.9194067959607075
1,-328,0.9194178183049853
2,-328,0.9194383506313831
3,-328,0.9194710756808937
4,-328,0.9195183428824674
5,-328,0.9195816157210761
6,-328,0.9196505527967749
7,-328,0.9197426973372033
8,-328,0.9198521842370749
9.000000000000002,-328,0.9199461770169163
10,-328,0.9200828199389293
11,-328,0.920220029591336
12,-328,0.9203601143527276
13.000000000000002,-328,0.9205352990689867
14,-328,0.9207130683380373
15,-328,0.9208937943634161
16,-328,0.9210769415593751
17,-328,0.9212621003449871
18.000000000000004,-328,0.9214076048107299
19,-328,0.9216737547078755
20,-328,0.9219450450209482
21,-328,0.922234459129241
22,-328,0.9224559029996392
23,-328,0.922678240361518
24,-328,0.9229013672072788
25,-328,0.9231768219603997
26.000000000000004,-328,0.9234805938734499
27,-328,0.923787480167258
28,-328,0.9240971512584683
29,-328,0.9244093230175682
30,-328,0.9247237491932631
31,-328,0.9250402153030934
32,-328,0.9253585336695637
33,-328,0.9256710256626399
34,-328,0.9260098684468413
35,-328,0.9263506156668103
36.00000000000001,-328,0.9095946183362307
37,-328,0.8952475783216668
38,-328,0.8805373646003087
39,-328,0.8655557655264948
40,-328,0.8502886475348059
0,-327,0.920106878055583
1,-327,0.9201175111033884
2,-327,0.9201374414335985
3,-327,0.9201694668314764
4,-327,0.9202124374839448
5,-327,0.9202736158204732
6,-327,0.9203387969187937
7,-327,0.9204304481010509
8,-327,0.9205181225359458
9.000000000000002,-327,0.9206147596632627
10,-327,0.920746184423337
11,-327,0.9208815976014765
12,-327,0.9210146852576951
13.000000000000002,-327,0.9211679484243777
14,-327,0.9213442976662446
15,-327,0.9215240551729523
16,-327,0.9217106032651631
17,-327,0.9218942638172187
18.000000000000004,-327,0.9220797753639519
19,-327,0.9222841584441498
20,-327,0.922578404259581
21,-327,0.922794707844115
22,-327,0.9230123983475422
23,-327,0.9232313028883758
24,-327,0.9234512773910067
25,-327,0.9236748348968882
26.000000000000004,-327,0.9239740756920666
27,-327,0.9242767625836006
28,-327,0.9245825304497355
29,-327,0.924891064524411
30,-327,0.9252020920046563
31,-327,0.9255153752823576
32,-327,0.9258307064450737
33,-327,0.9261479027766967
34,-327,0.9264668030521218
35,-327,0.9268154746313229
36.00000000000001,-327,0.9099302625295461
37,-327,0.8955876041670517
38,-327,0.880910730692627
39,-327,0.8659253648463643
40,-327,0.8506546582620245
0,-326,0.9207813429600314
1,-326,0.9207916371777275
2,-326,0.9208101966910253
3,-326,0.9208426657668568
4,-326,0.9208826728679897
5,-326,0.9209408163330349
6,-326,0.9210129203712232
7,-326,0.9210861917013977
8,-326,0.921165316887784
9.000000000000002,-326,0.9212812780735993
10,-326,0.9213979554884708
11,-326,0.9215227218779939
12,-326,0.9216450939072316
13.000000000000002,-326,0.921778430329714
14,-326,0.9219519551397565
15,-326,0.9221292586151573
16,-326,0.922309648743073
17,-326,0.9224925963236372
18.000000000000004,-326,0.9226980590988537
19,-326,0.9229192473049153
20,-326,0.9231300780431435
21,-326,0.9233428677895404
22,-326,0.923557357800839
23,-326,0.9237733343245598
24,-326,0.9239906192259385
25,-326,0.9241626590518537
26.000000000000004,-326,0.9244577634633502
27,-326,0.9247566164487944
28,-326,0.9250588204806748
29,-326,0.9253640328569318
30,-326,0.9256719565633953
31,-326,0.9259823329047775
32,-326,0.9262949355173595
33,-326,0.9266095654702746
34,-326,0.9266313742004806
35,-326,0.9268651244543857
36.00000000000001,-326,0.9105150309557126
37,-326,0.8959566031582696
38,-326,0.881275993638282
39,-326,0.8662870737592833
40,-326,0.8510129809032393
0,-325,0.9214314328791618
1,-325,0.9214412821328412
2,-325,0.9214591721836083
3,-325,0.9214876004828957
4,-325,0.9215285725493246
5,-325,0.9215835709339963
6,-325,0.9216450345476587
7,-325,0.9217284605214742
8,-325,0.9218005367145896
9.000000000000002,-325,0.9219167757347805
10,-325,0.9220183223993125
11,-325,0.9221425833872102
12,-325,0.9222637647186995
13.000000000000002,-325,0.9223776790026321
14,-325,0.9225491835440487
15,-325,0.9227247299374548
16,-325,0.9229035768161057
17,-325,0.9230547850555474
18.000000000000004,-325,0.9232088628428787
19,-325,0.9234920935552994
20,-325,0.9236690546974111
21,-325,0.9238789387636308
22,-325,0.924090781159074
23,-325,0.9243043344709161
24,-325,0.9245193925141142
25,-325,0.924640294238938
26.000000000000004,-325,0.9249316570029278
27,-325,0.9252270415803127
28,-325,0.9255260211704749
29,-325,0.925828227835921
30,-325,0.9261333426917683
31,-325,0.9264410879940455
32,-325,0.9267512207114339
33,-325,0.9268010456482456
34,-325,0.9270317725633864
35,-325,0.927262644423166
36.00000000000001,-325,0.9108546649082915
37,-325,0.8964815500685339
38,-325,0.8816331532000804
39,-325,0.8666408920224645
40,-325,0.8513636152095112
0,-324,0.9220581964720055
1,-324,0.9220677568768066
2,-324,0.9220849620728686
3,-324,0.9221129192788328
4,-324,0.9221501654781553
5,-324,0.9222033047780426
6,-324,0.9222614784153955
7,-324,0.922335788043854
8,-324,0.9224186248632803
9.000000000000002,-324,0.9225183238240071
10,-324,0.9226183867502145
11,-324,0.9227203549539363
12,-324,0.9228706976244236
13.000000000000002,-324,0.9229656943720479
14,-324,0.923135982808236
15,-324,0.9233011897530736
16,-324,0.9234503303954997
17,-324,0.9236008567655537
18.000000000000004,-324,0.9238275816116889
19,-324,0.9240060306981559
20,-324,0.9241859533943151
21,-324,0.9244029205707185
22,-324,0.9246126682277455
23,-324,0.9248243031340082
24,-324,0.9250375970630668
25,-324,0.925107740277057
26.000000000000004,-324,0.9253957561315078
27,-324,0.9256880378005251
28,-324,0.9259841323430547
29,-324,0.9262836492867408
30,-324,0.9265862502164883
31,-324,0.9267437926049942
32,-324,0.92697094961527
33,-324,0.9271984704024436
34,-324,0.92742632497385
35,-324,0.9276544867624994
36.00000000000001,-324,0.9111887808141259
37,-324,0.8968118114733158
38,-324,0.8821001916618822
39,-324,0.8670796742597989
40,-324,0.851706560938758
0,-323,0.9226626407784231
1,-323,0.9226719894106059
2,-323,0.9226879709826468
3,-323,0.9227161212109746
4,-323,0.922749258845285
5,-323,0.9228018026121808
6,-323,0.9228621075490961
7,-323,0.9229283364605142
8,-323,0.922996469333512
9.000000000000002,-323,0.9230967164319092
10,-323,0.9232004222645938
11,-323,0.9233066666234224
12,-323,0.9234658925586183
13.000000000000002,-323,0.9235552241981531
14,-323,0.923697558233501
15,-323,0.9238423370235395
16,-323,0.92398911500545
17,-323,0.9241375514463339
18.000000000000004,-323,0.9243351586534108
19,-323,0.9245104683477514
20,-323,0.9246875611293757
21,-323,0.924866189979956
22,-323,0.9251230188182691
23,-323,0.9253332401260702
24,-323,0.9255452326857813
25,-323,0.9255649969903702
26.000000000000004,-323,0.9258500606748464
27,-323,0.926139604936672
28,-323,0.9264331538270324
29,-323,0.9266947213527983
30,-323,0.9269175794984847
31,-323,0.9271410955075547
32,-323,0.9273652099475066
33,-323,0.9275898705875951
34,-323,0.9278150313397501
35,-323,0.9280406513810544
36.00000000000001,-323,0.9115173785881153
37,-323,0.8971367058755596
38,-323,0.8824215724106128
39,-323,0.8673977161608214
40,-323,0.8520883021570199
0,-322,0.9232457886629319
1,-322,0.923254797395514
2,-322,0.9232701193517509
3,-322,0.9232956136038021
4,-322,0.9233314962510065
5,-322,0.9233785952036677
6,-322,0.9234338669457757
7,-322,0.9235044110266051
8,-322,0.9235639718999462
9.000000000000002,-322,0.9236633416168404
10,-322,0.9237561830956648
11,-322,0.9238491134635277
12,-322,0.9239730248974102
13.000000000000002,-322,0.9241069041356057
14,-322,0.9242300065494927
15,-322,0.9243728529762004
16,-322,0.9245179345949375
17,-322,0.9246648690218637
18.000000000000004,-322,0.9248327062704581
19,-322,0.9250054064111695
20,-322,0.9251801461369807
21,-322,0.9253566417859396
22,-322,0.9255346612648574
23,-322,0.9258311452649745
24,-322,0.9260422992006636
25,-322,0.9260120642082456
26.000000000000004,-322,0.9262945704637185
27,-322,0.9265817428208315
28,-322,0.9268732010376628
29,-322,0.9270918702740932
30,-322,0.9273114939949995
31,-322,0.9275319821485987
32,-322,0.9277532559373277
33,-322,0.9279752461126571
34,-322,0.9281978915708283
35,-322,0.9284211381893125
36.00000000000001,-322,0.9118404581469527
37,-322,0.8974562331903573
38,-322,0.8827377293297846
39,-322,0.8677106702309642
40,-322,0.8523982080262653
0,-321,0.9238085288221589
1,-321,0.9238172904009984
2,-321,0.9238319938521315
3,-321,0.92385681399888
4,-321,0.9238914044156771
5,-321,0.9239339345223274
6,-321,0.9239883446682299
7,-321,0.9240498018767125
8,-321,0.9241174277319358
9.000000000000002,-321,0.924204447072512
10,-321,0.924294150116293
11,-321,0.9244033234489365
12,-321,0.9244901338985078
13.000000000000002,-321,0.9246158031799198
14,-321,0.9247515554327002
15,-321,0.9248927375365402
16,-321,0.9250367890896738
17,-321,0.9251522333630455
18.000000000000004,-321,0.9253202243718253
19,-321,0.9254908447979622
20,-321,0.9256637083271797
21,-321,0.9258385022224472
22,-321,0.9260149706018808
23,-321,0.9261929020789361
24,-321,0.9265287964315015
25,-321,0.9264489417652347
26.000000000000004,-321,0.9268398265107083
27,-321,0.9270525453662666
28,-321,0.9272667044407235
29,-321,0.9274821572293137
30,-321,0.9276987767588353
31,-321,0.9279164524373923
32,-321,0.928135087494822
33,-321,0.9283545968884949
34,-321,0.9285749055786787
35,-321,0.9287959470995567
36.00000000000001,-321,0.9121580194091057
37,-321,0.8977703933345864
38,-321,0.8830486623345054
39,-321,0.8680185363833666
40,-321,0.8527031552650804
0,-320,0.924351720242577
1,-320,0.9243603023417117
2,-320,0.9243739732019378
3,-320,0.9243983012493986
4,-320,0.924430898638376
5,-320,0.924472718056953
6,-320,0.9245252897181354
7,-320,0.9245868323153931
8,-320,0.9246514324971239
9.000000000000002,-320,0.9247345733245315
10,-320,0.9248294423023523
11,-320,0.9249134020772516
12,-320,0.9249982847510778
13.000000000000002,-320,0.9251164598589875
14,-320,0.925250441584858
15,-320,0.9253873307084927
16,-320,0.9255265935180584
17,-320,0.925632169093692
18.000000000000004,-320,0.9257966036424347
19,-320,0.9259637509073354
20,-320,0.926133210499185
21,-320,0.9263046582882877
22,-320,0.9264778290727573
23,-320,0.9266525037681286
24,-320,0.9268284997995647
25,-320,0.9271072718273541
26.000000000000004,-320,0.9272328385238643
27,-320,0.9274421273713073
28,-320,0.9276530991086279
29,-320,0.9278655821280595
30,-320,0.9280794277004611
31,-320,0.9282945062852169
32,-320,0.9285107045320349
33,-320,0.9287279228278696
34,-320,0.9289460732767398
35,-320,0.9291650780258637
36.00000000000001,-320,0.9124700622948129
37,-320,0.8980791862269079
38,-320,0.8833543713416762
39,-320,0.8683213145329833
40,-320,0.8530031437862782
0,-319,0.9248762533021659
1,-319,0.924884544682825
2,-319,0.9248974729195995
3,-319,0.9249209413071579
4,-319,0.9249516447881674
5,-319,0.9249907121601578
6,-319,0.9250414861803365
7,-319,0.9251010243619451
8,-319,0.9251650159648841
9.000000000000002,-319,0.9252553299998216
10,-319,0.9253310759979639
11,-319,0.9254137069319891
12,-319,0.9254974774228454
13.000000000000002,-319,0.9256088741410895
14,-319,0.9257416750364631
15,-319,0.9258775370128101
16,-319,0.925997091442155
17,-319,0.9260827498009889
18.000000000000004,-319,0.9262445170873301
19,-319,0.9264092747246789
20,-319,0.9265765806775937
21,-319,0.9267460771027684
22,-319,0.9269174712144558
23,-319,0.9270905211415268
24,-319,0.927250075848971
25,-319,0.9274825979641719
26.000000000000004,-319,0.9276883498487118
27,-319,0.9278959397938762
28,-319,0.9280323849522619
29,-319,0.9282421448820719
30,-319,0.9284534467324165
31,-319,0.9286661436053605
32,-319,0.9288801069629578
33,-319,0.9290952238454334
34,-319,0.9293113945802841
35,-319,0.9295285308840924
36.00000000000001,-319,0.9127765867260786
37,-319,0.8983826117877615
38,-319,0.8836548562699882
39,-319,0.8686190045965758
40,-319,0.8532981735044933
0,-318,0.9253829318579183
1,-318,0.9253909373956428
2,-318,0.9254033640528174
3,-318,0.9254260225530792
4,-318,0.9254542351516963
5,-318,0.9254954682798161
6,-318,0.9255407104507742
7,-318,0.9255967441029811
8,-318,0.9256605925604114
9.000000000000002,-318,0.9257304543809498
10,-318,0.925821957183711
11,-318,0.9259042379816647
12,-318,0.925987711882363
13.000000000000002,-318,0.9260930459952592
14,-318,0.9262305168963778
15,-318,0.9263399377756375
16,-318,0.9264503851441946
17,-318,0.9265616863014688
18.000000000000004,-318,0.9266849711974474
19,-318,0.9268477328952922
20,-318,0.9270132395309938
21,-318,0.9271811051713933
22,-318,0.9273510140481422
23,-318,0.9275096403374983
24,-318,0.927649882602598
25,-318,0.9278514458901248
26.000000000000004,-318,0.9280539984981839
27,-318,0.928258624285227
28,-318,0.9284651034463856
29,-318,0.9286732464924744
30,-318,0.9288208337693004
31,-318,0.9290313643131075
32,-318,0.9292432947035149
33,-318,0.929456499857716
34,-318,0.9296708694064106
35,-318,0.9298863055918807
36.00000000000001,-318,0.9130775926266644
37,-318,0.8986806699393466
38,-318,0.8839501170399148
39,-318,0.8689116064927039
40,-318,0.8535882443361867
0,-317,0.9258724914797781
1,-317,0.9258802434350805
2,-317,0.9258922240095269
3,-317,0.9259132205776303
4,-317,0.9259395703097433
5,-317,0.9259797682087564
6,-317,0.9260261101993653
7,-317,0.9260789342806015
8,-317,0.92613651673589
9.000000000000002,-317,0.9262012400532627
10,-317,0.9262831280632622
11,-317,0.9263672818118435
12,-317,0.9264689880989994
13.000000000000002,-317,0.9265725698381225
14,-317,0.9266786886897281
15,-317,0.9267863289789079
16,-317,0.9268952144104521
17,-317,0.9270051336955096
18.000000000000004,-317,0.9271179659286393
19,-317,0.927279125375256
20,-317,0.927443187015667
21,-317,0.9276097424506253
22,-317,0.927767293278381
23,-317,0.9279049116400409
24,-317,0.9280429512256876
25,-317,0.92821381554907
26.000000000000004,-317,0.9284134191845289
27,-317,0.928615312577049
28,-317,0.9288192527175928
29,-317,0.9290250301133807
30,-317,0.9292324632018576
31,-317,0.9294413938458164
32,-317,0.929600267671559
33,-317,0.9298117507831143
34,-317,0.9300244976740355
35,-317,0.9302384020686303
36.00000000000001,-317,0.9133730799220786
37,-317,0.8989733606056256
38,-317,0.8842401535736977
39,-317,0.8691706522550757
40,-317,0.8538232672676329
0,-316,0.9263456300111984
1,-316,0.926353126447453
2,-316,0.9263642942888806
3,-316,0.9263841975149207
4,-316,0.9264118056496125
5,-316,0.9264485566298135
6,-316,0.9264884093421187
7,-316,0.9265426463429661
8,-316,0.9266042597206731
9.000000000000002,-316,0.9266642511432253
10,-316,0.9267423755013656
11,-316,0.9268191226685619
12,-316,0.9269115206878397
13.000000000000002,-316,0.9270079904239545
14,-316,0.9271171838084238
15,-316,0.9272236900091315
16,-316,0.9273315791962458
17,-316,0.9274406157530589
18.000000000000004,-316,0.9275435012378213
19,-316,0.9277034521216592
20,-316,0.9278664230888595
21,-316,0.9280227440999251
22,-316,0.9281576112868917
23,-316,0.9282931504953108
24,-316,0.9284292816604012
25,-316,0.9285697068861856
26.000000000000004,-316,0.9287666118534811
27,-316,0.9289660046155936
28,-316,0.9291676209457717
29,-316,0.9293712330601149
30,-316,0.9295766435437564
31,-316,0.9297836804526396
32,-316,0.9299921933337064
33,-316,0.9302020499686828
34,-316,0.9303722793038808
35,-316,0.930584820235504
36.00000000000001,-316,0.9136630485395669
37,-316,0.8992466454235216
38,-316,0.8844896569614314
39,-316,0.869424461836382
40,-316,0.8540741823132539
0,-315,0.9268030470998423
1,-315,0.9268102756053606
2,-315,0.926821044339497
3,-315,0.9268403310459038
4,-315,0.9268658840852777
5,-315,0.9269014616443986
6,-315,0.9269405315364014
7,-315,0.9269907689257046
8,-315,0.9270480012764349
9.000000000000002,-315,0.9271085034782452
10,-315,0.9271824383225877
11,-315,0.9272662621123847
12,-315,0.9273384542310218
13.000000000000002,-315,0.9274247491747325
14,-315,0.9275323364678634
15,-315,0.9276422015632259
16,-315,0.9277539250542194
17,-315,0.9278681324307105
18.000000000000004,-315,0.9279777886488809
19,-315,0.928120713092597
20,-315,0.9282756441383584
21,-315,0.9284076312943615
22,-315,0.9285405757831331
23,-315,0.9286743568465113
24,-315,0.9288088738502763
25,-315,0.9289191198479684
26.000000000000004,-315,0.9291135764520467
27,-315,0.9293107003483306
28,-315,0.9295102080788322
29,-315,0.9297118552809928
30,-315,0.9299154301717782
31,-315,0.9301207482929219
32,-315,0.9303276482414296
33,-315,0.9305359881763619
34,-315,0.9307456429420574
35,-315,0.9306910740886377
36.00000000000001,-315,0.9139272847943014
37,-315,0.8995009800375263
38,-315,0.8847409426875068
39,-315,0.8696728506084423
40,-315,0.85431981439404
0,-314,0.9272453491019701
1,-314,0.9272523814879324
2,-314,0.9272628579677846
3,-314,0.9272813156998565
4,-314,0.9273069316428608
5,-314,0.9273402075678941
6,-314,0.9273788865481605
7,-314,0.9274268510698889
8,-314,0.9274737108990356
9.000000000000002,-314,0.92754429062811
10,-314,0.9276170162745325
11,-314,0.9276870141668763
12,-314,0.9277580527600126
13.000000000000002,-314,0.9278347630346827
14,-314,0.9279409577974586
15,-314,0.9280496135230408
16,-314,0.9281602764599367
17,-314,0.9282725996178295
18.000000000000004,-314,0.9283618597360982
19,-314,0.9285255713504215
20,-314,0.9286545513861414
21,-314,0.928784813342069
22,-314,0.9289161867114255
23,-314,0.929048530638266
24,-314,0.9291817277402203
25,-314,0.9292620543822245
26.000000000000004,-314,0.9294543129284867
27,-314,0.9296493997239501
28,-314,0.9298470140658577
29,-314,0.9300468967254657
30,-314,0.9302488230357182
31,-314,0.9304525973167788
32,-314,0.9306580483467808
33,-314,0.9306795367923784
34,-314,0.9308291871991063
35,-314,0.9309789580361246
36.00000000000001,-314,0.914487824309053
37,-314,0.8997495960399363
38,-314,0.8849866625324531
39,-314,0.8699158184927678
40,-314,0.8545601634296758
0,-313,0.9276732181239701
1,-313,0.9276797346171239
2,-313,0.9276897688321718
3,-313,0.9277080321503455
4,-313,0.9277313931037767
5,-313,0.9277647218312638
6,-313,0.9278019981657444
7,-313,0.9278478506015356
8,-313,0.9278924793126851
9.000000000000002,-313,0.9279607118986959
10,-313,0.9280242543757706
11,-313,0.9280997635665356
12,-313,0.928170316257216
13.000000000000002,-313,0.9282380319866228
14,-313,0.9283433166267727
15,-313,0.9284511810714887
16,-313,0.9285504585140136
17,-313,0.9286439807828855
18.000000000000004,-313,0.928789243744861
19,-313,0.9289034677722156
20,-313,0.9290253666978263
21,-313,0.9291542901885703
22,-313,0.9292844440175627
23,-313,0.9294156718166179
24,-313,0.9295478432765026
25,-313,0.9295985104380652
26.000000000000004,-313,0.9297888212323221
27,-313,0.9299821026923525
28,-313,0.930178038857099
29,-313,0.9303763573441148
30,-313,0.9305768220864643
31,-313,0.9307792274753864
32,-313,0.9308197372517625
33,-313,0.930967410008574
34,-313,0.931115320974643
35,-313,0.9312634509233136
36.00000000000001,-313,0.9147398848712776
37,-313,0.9002413114783269
38,-313,0.8854069066870037
39,-313,0.8701533654129727
40,-313,0.8547952293419686
0,-312,0.9280871485675901
1,-312,0.92809342088464
2,-312,0.9281030582332022
3,-312,0.9281200194965025
4,-312,0.9281425329838884
5,-312,0.9281743740099356
6,-312,0.9282093663738106
7,-312,0.9282526951701078
8,-312,0.9283043065104445
9.000000000000002,-312,0.9283607591393783
10,-312,0.9284234954120975
11,-312,0.9284876243068174
12,-312,0.9285752447054701
13.000000000000002,-312,0.9286345560137742
14,-312,0.9287425021096237
15,-312,0.9288325729026532
16,-312,0.9289237676485516
17,-312,0.9290158937989635
18.000000000000004,-312,0.9291442939178465
19,-312,0.92925653778636
20,-312,0.9293699470468142
21,-312,0.9295160617809274
22,-312,0.9296453476488133
23,-312,0.9297757803290226
24,-312,0.9299072204067453
25,-312,0.9299284879658962
26.000000000000004,-312,0.9301171013143222
27,-312,0.9303088092046414
28,-312,0.9305032824039743
29,-312,0.9307002370886465
30,-312,0.9308150185691717
31,-312,0.930960179614866
32,-312,0.9311057472078709
33,-312,0.9312516856545927
34,-312,0.9313979634598859
35,-312,0.9315445527272711
36.00000000000001,-312,0.9149886492320785
37,-312,0.9004878993749182
38,-312,0.8856514303001557
39,-312,0.8705050726175901
40,-312,0.855025012054844
0,-311,0.9284877404207125
1,-311,0.9284939331570584
2,-311,0.9285032412173253
3,-311,0.9285196700902785
4,-311,0.9285418218460774
5,-311,0.9285714316961647
6,-311,0.9286047419908189
7,-311,0.9286503726864955
8,-311,0.9286845890232625
9.000000000000002,-311,0.9287466084844846
10,-311,0.9288109835070871
11,-311,0.9288770816941975
12,-311,0.928948426042293
13.000000000000002,-311,0.9290248142268299
14,-311,0.9291119875079324
15,-311,0.9292007368648851
16,-311,0.9292907729430778
17,-311,0.9293818744688682
18.000000000000004,-311,0.9294931230194621
19,-311,0.9296037148994372
20,-311,0.929715635428556
21,-311,0.9298286986576995
22,-311,0.929942752444718
23,-311,0.9301288561243357
24,-311,0.9302598590799225
25,-311,0.9302519869174211
26.000000000000004,-311,0.9304391531265016
27,-311,0.9306295192131231
28,-311,0.9308160169610142
29,-311,0.9309581330987606
30,-311,0.9311008821095891
31,-311,0.9312442040964892
32,-311,0.9313880466487268
33,-311,0.9315323637075591
34,-311,0.9316771146321203
35,-311,0.9318222634254394
36.00000000000001,-311,0.9152341173699311
37,-311,0.9007312808373523
38,-311,0.8858928325720987
39,-311,0.8707445947715119
40,-311,0.8553098079112803
0,-310,0.9288755053593098
1,-310,0.9288815015461495
2,-310,0.9288902109839169
3,-310,0.9289060548146182
4,-310,0.9289270525553426
5,-310,0.928956573898993
6,-310,0.9289925312633397
7,-310,0.9290305594438191
8,-310,0.9290616238183872
9.000000000000002,-310,0.9291228455362859
10,-310,0.9291865803485292
11,-310,0.9292525678305124
12,-310,0.9293084463884276
13.000000000000002,-310,0.9293918566197304
14,-310,0.929477882716256
15,-310,0.9295621759424625
16,-310,0.9296514743773522
17,-310,0.9297419227724173
18.000000000000004,-310,0.9298357310256776
19,-310,0.9299449990875547
20,-310,0.9300557262400345
21,-310,0.9301677078989246
22,-310,0.9302807766751964
23,-310,0.9303947942890859
24,-310,0.9306057592463487
25,-310,0.9305690072456269
26.000000000000004,-310,0.9307549766221153
27,-310,0.9309623933632989
28,-310,0.9311017066551837
29,-310,0.931241865481655
30,-310,0.9313827866840295
31,-310,0.9315243978329008
32,-310,0.9316666355516867
33,-310,0.9318094441449897
34,-310,0.931952774469016
35,-310,0.9320965829956273
36.00000000000001,-310,0.915476289263681
37,-310,0.9009714558440022
38,-310,0.8861311134806823
39,-310,0.8709810763216906
40,-310,0.8555445775860793
0,-309,0.9292509496723168
1,-309,0.9292567234362815
2,-309,0.9292650644236461
3,-309,0.9292805945722294
4,-309,0.929300360990492
5,-309,0.9293288560731483
6,-309,0.9293604706607471
7,-309,0.9293979360651481
8,-309,0.929432455309678
9.000000000000002,-309,0.929493568851988
10,-309,0.9295540139267826
11,-309,0.9296080624944459
12,-309,0.9296627518858781
13.000000000000002,-309,0.929738851370371
14,-309,0.9298236055551932
15,-309,0.9299101552050114
16,-309,0.9300058719316278
17,-309,0.930065672162942
18.000000000000004,-309,0.930172117913058
19,-309,0.9302803903273809
20,-309,0.9303902194580115
21,-309,0.9305013867736481
22,-309,0.9306137134739935
23,-309,0.9307270518525818
24,-309,0.9308412788188968
25,-309,0.9309744426345335
